ID,true_data,pre_data
0,33.3269996643,13.8510398865
1,34.2929992676,13.9067230225
2,33.6489982605,13.9573516846
3,34.6150016785,14.013092041
4,35.2589988708,14.0638275146
5,36.547000885,14.1197357178
6,36.9500007629,14.1705532074
7,37.8349990845,14.2264633179
8,37.6739997864,14.2772941589
9,34.7760009766,14.3332099915
10,27.2889995575,14.3840923309
11,25.4379997253,14.4401454926
12,25.3579998016,14.491104126
13,25.5990009308,14.5471801758
14,28.0939998627,14.5982112885
15,28.9799995422,14.6543483734
16,31.0729999542,14.7054100037
17,30.5900001526,14.7616062164
18,32.0390014648,14.8127288818
19,31.2339992523,14.8689918518
20,31.6359996796,14.9252471924
21,32.4410018921,14.9763908386
22,30.9120006561,15.032749176
23,30.3479995728,15.083984375
24,31.5559997559,15.1403675079
25,31.4759998322,15.1916408539
26,32.2000007629,15.2480430603
27,31.5559997559,15.2993164062
28,32.361000061,15.3557186127
29,32.9239997864,15.4069919586
30,33.2459983826,15.4634056091
31,32.763999939,15.5147037506
32,32.1189994812,15.5711307526
33,31.716999054,15.622428894
34,27.6919994354,15.6788578033
35,25.517999649,15.7301959991
36,25.7600002289,15.7868118286
37,27.0480003357,15.8382987976
38,27.2089996338,15.8949337006
39,27.6919994354,15.9515705109
40,28.5769996643,16.0030574799
41,28.658000946,16.0596923828
42,29.3819999695,16.1111946106
43,29.8649997711,16.1678943634
44,29.8649997711,16.2194404602
45,28.5769996643,16.2761096954
46,28.1749992371,16.327583313
47,27.3700008392,16.3842048645
48,26.8059997559,16.4356822968
49,25.0349998474,16.4923057556
50,24.7129993439,16.5437927246
51,23.5869998932,16.6004238129
52,23.0230007172,16.6519107819
53,21.6539993286,16.7085475922
54,19.5620002747,16.7600307465
55,22.1369991302,16.8166656494
56,21.4930000305,16.8681507111
57,22.7810001373,16.9247779846
58,22.6210002899,14.388174057
59,22.7810001373,14.4429206848
60,22.4589996338,14.4927310944
61,20.2049999237,14.547410965
62,20.4470005035,14.5971164703
63,19.8829994202,14.6520290375
64,20.125,14.7020969391
65,19.8829994202,14.7572498322
66,19.6420001984,14.807264328
67,18.9169998169,14.8620815277
68,19.3199996948,14.9117965698
69,20.125,14.9664230347
70,18.6760005951,15.0160217285
71,19.3199996948,15.0704956055
72,18.5149993896,15.1200199127
73,17.7910003662,15.17436409
74,17.2269992828,15.2236766815
75,17.4689998627,15.2779769897
76,17.0659999847,15.3273544312
77,16.6630001068,15.3816814423
78,15.6979999542,15.4360294342
79,15.2950000763,15.4854373932
80,15.5360002518,15.5397834778
81,15.6169996262,15.589214325
82,16.422000885,15.6435375214
83,17.3880004883,15.6931152344
84,17.6289997101,15.7477741241
85,18.7569999695,15.797662735
86,20.0450000763,15.8525905609
87,21.3330001831,15.9024410248
88,21.5739994049,15.9572219849
89,22.218000412,16.0069713593
90,25.2770004272,16.0616970062
91,28.3360004425,16.1116485596
92,30.6700000763,16.1666088104
93,31.7980003357,16.2165374756
94,32.361000061,16.2714633942
95,32.84400177,16.3214054108
96,32.6030006409,16.376493454
97,32.6030006409,16.4318370819
98,32.9239997864,16.4821796417
99,34.0509986877,16.5375785828
100,34.3740005493,16.5879573822
101,33.6489982605,16.6433734894
102,35.1790008545,16.6937522888
103,36.063999176,16.749168396
104,35.7420005798,16.7995033264
105,33.8100013733,16.8548336029
106,26.5650005341,16.905210495
107,24.4720001221,16.960609436
108,24.1499996185,17.0108833313
109,24.875,17.0661735535
110,26.0820007324,17.116437912
111,28.1749992371,17.171661377
112,28.9799995422,17.2218589783
113,30.3479995728,17.2770996094
114,30.9930000305,17.3274040222
115,30.9120006561,17.3829460144
116,31.0729999542,17.4385757446
117,29.8649997711,17.4892368317
118,30.4290008545,17.5449676514
119,30.5100002289,17.595615387
120,31.0729999542,17.6513023376
121,30.5100002289,17.7018928528
122,32.1189994812,17.7575187683
123,31.2339992523,17.8080844879
124,30.9120006561,17.8637046814
125,30.9120006561,17.9142951965
126,32.0390014648,17.9699478149
127,30.267999649,18.0205307007
128,30.0259990692,18.0762176514
129,29.4629993439,18.1268959045
130,26.2430000305,18.1826477051
131,25.5990009308,18.2333183289
132,26.6459999084,18.2890548706
133,27.2889995575,18.3397064209
134,26.4039993286,18.3953952789
135,27.1280002594,18.4511375427
136,28.5769996643,18.5018310547
137,28.4969997406,18.5575942993
138,28.8190002441,18.6082000732
139,28.8990001678,18.663848877
140,28.9799995422,18.7144508362
141,27.8530006409,18.7701129913
142,27.3700008392,18.8207015991
143,26.5650005341,18.8763465881
144,25.6800003052,18.9270019531
145,24.311000824,18.9828224182
146,23.263999939,19.0336208344
147,23.263999939,19.0894966125
148,21.8159999847,19.140296936
149,20.4470005035,19.1961631775
150,18.9979991913,19.2469406128
151,20.6879997253,19.3028068542
152,20.6879997253,19.3536224365
153,21.0100002289,19.4095211029
154,20.9300003052,14.8983631134
