ID,true_data,pre_data
0,33.3269996643,27.025428772
1,34.2929992676,27.2780265808
2,33.6489982605,27.5072937012
3,34.6150016785,27.7593955994
4,35.2589988708,27.987361908
5,36.547000885,28.2366905212
6,36.9500007629,28.4605178833
7,37.8349990845,28.6905975342
8,37.6739997864,28.7440757751
9,34.7760009766,28.7400932312
10,27.2889995575,28.7303638458
11,25.4379997253,28.7158412933
12,25.3579998016,28.7001056671
13,25.5990009308,28.6825447083
14,28.0939998627,28.6665115356
15,28.9799995422,28.6486930847
16,31.0729999542,28.630771637
17,30.5900001526,28.6105384827
18,32.0390014648,28.5917644501
19,31.2339992523,28.5708007812
20,31.6359996796,28.5494918823
21,32.4410018921,28.5301170349
22,30.9120006561,28.508808136
23,30.3479995728,28.4893054962
24,31.5559997559,28.4678497314
25,31.4759998322,28.4481887817
26,32.2000007629,28.4265480042
27,31.5559997559,28.4068717957
28,32.361000061,28.3851890564
29,32.9239997864,28.3654785156
30,33.2459983826,28.3437900543
31,32.763999939,28.3240737915
32,32.1189994812,28.3023853302
33,31.716999054,28.2826652527
34,27.6919994354,28.2609786987
35,25.517999649,28.2412605286
36,25.7600002289,28.2195987701
37,27.0480003357,28.1999015808
38,27.2089996338,28.178237915
39,27.6919994354,28.1565551758
40,28.5769996643,28.1368122101
41,28.658000946,28.1150836945
42,29.3819999695,28.0953178406
43,29.8649997711,28.0735855103
44,29.8649997711,28.0538311005
45,28.5769996643,28.0320892334
46,28.1749992371,28.0122661591
47,27.3700008392,27.9904613495
48,26.8059997559,27.9706382751
49,25.0349998474,27.9488353729
50,24.7129993439,27.9290103912
51,23.5869998932,27.9072055817
52,23.0230007172,27.8873786926
53,21.6539993286,27.8655738831
54,19.5620002747,27.8457164764
55,22.1369991302,27.8238506317
56,21.4930000305,27.8039093018
57,22.7810001373,27.7819843292
58,22.6210002899,18.3176422119
59,22.7810001373,18.5664596558
60,22.4589996338,18.7914047241
61,20.2049999237,19.0384998322
62,20.4470005035,19.2627105713
63,19.8829994202,19.5090999603
64,20.125,19.7297554016
65,19.8829994202,19.9710884094
66,19.6420001984,20.1905975342
67,18.9169998169,20.4306926727
68,19.3199996948,20.648229599
69,20.125,20.8866004944
70,18.6760005951,21.1031990051
71,19.3199996948,21.3414993286
72,18.5149993896,21.5580978394
73,17.7910003662,21.7962837219
74,17.2269992828,22.0127639771
75,17.4689998627,22.2509460449
76,17.0659999847,22.4674739838
77,16.6630001068,22.7057723999
78,15.6979999542,22.9441280365
79,15.2950000763,23.1608161926
80,15.5360002518,23.3992061615
81,15.6169996262,23.6159324646
82,16.422000885,23.8542366028
83,17.3880004883,24.0708732605
84,17.6289997101,24.3091049194
85,18.7569999695,24.5256652832
86,20.0450000763,24.763885498
87,21.3330001831,24.9804534912
88,21.5739994049,25.2186737061
89,22.218000412,25.4352416992
90,25.2770004272,25.6734580994
91,28.3360004425,25.8892860413
92,30.6700000763,26.1241950989
93,31.7980003357,26.3372116089
94,32.361000061,26.5701847076
95,32.84400177,26.7818450928
96,32.6030006409,27.0142097473
97,32.6030006409,27.2459812164
98,32.9239997864,27.4554595947
99,34.0509986877,27.6850700378
100,34.3740005493,27.8880462646
101,33.6489982605,28.0854492188
102,35.1790008545,28.1462955475
103,36.063999176,28.1311168671
104,35.7420005798,28.1162261963
105,33.8100013733,28.0998764038
106,26.5650005341,28.0848484039
107,24.4720001221,28.0673141479
108,24.1499996185,28.0510559082
109,24.875,28.0330791473
110,26.0820007324,28.016784668
111,28.1749992371,27.9985675812
112,28.9799995422,27.9812850952
113,30.3479995728,27.9619522095
114,30.9930000305,27.9443702698
115,30.9120006561,27.925037384
116,31.0729999542,27.9055290222
117,29.8649997711,27.8878116608
118,30.4290008545,27.8683204651
119,30.5100002289,27.8505382538
120,31.0729999542,27.8302192688
121,30.5100002289,27.8116207123
122,32.1189994812,27.7910308838
123,31.2339992523,27.7717857361
124,30.9120006561,27.7485275269
125,30.9120006561,27.7273330688
126,32.0390014648,27.7040214539
127,30.267999649,27.6828289032
128,30.0259990692,27.6596450806
129,29.4629993439,27.6387901306
130,26.2430000305,27.6158466339
131,25.5990009308,27.5949897766
132,26.6459999084,27.5720481873
133,27.2889995575,27.5511932373
134,26.4039993286,27.5282497406
135,27.1280002594,27.5053215027
136,28.5769996643,27.4844722748
137,28.4969997406,27.4615364075
138,28.8190002441,27.4405403137
139,28.8990001678,27.4173774719
140,28.9799995422,27.3960323334
141,27.8530006409,27.3724918365
142,27.3700008392,27.3510913849
143,26.5650005341,27.3275527954
144,25.6800003052,27.3061485291
145,24.311000824,27.2826080322
146,23.263999939,27.2612075806
147,23.263999939,27.2377414703
148,21.8159999847,27.216632843
149,20.4470005035,27.1931171417
150,18.9979991913,27.1715774536
151,20.6879997253,27.1479263306
152,20.6879997253,27.1264209747
153,21.0100002289,27.1028842926
154,20.9300003052,18.2089653015
155,19.8829994202,18.4584274292
156,20.0450000763,18.6847476959
157,19.1590003967,18.9326763153
158,19.3999996185,19.1570320129
159,18.5149993896,19.4025592804
160,19.4810009003,19.6222743988
161,18.9169998169,19.8633003235
162,19.1590003967,20.0821304321
163,18.8369998932,20.3213882446
164,18.3540000916,20.5382041931
165,17.8710002899,20.7767181396
166,18.2740001678,20.9934444427
167,18.8369998932,21.2317886353
168,17.3880004883,21.4484672546
169,16.7439994812,21.6868133545
170,17.0659999847,21.9034919739
171,16.986000061,22.1418380737
172,16.6630001068,22.3586235046
173,16.1809997559,22.5970745087
174,16.8239994049,22.8354492188
175,16.3409996033,23.0521736145
176,17.2269992828,23.2905712128
177,16.6630001068,23.5072975159
178,17.7099990845,23.7456970215
179,17.5489997864,23.9624137878
180,18.7569999695,24.2007465363
181,19.2399997711,24.4173679352
182,20.0450000763,24.6556053162
183,20.125,24.8722076416
184,20.2859992981,25.1102409363
185,20.6079998016,25.3266220093
186,23.5869998932,25.5634460449
187,26.6459999084,25.7783699036
188,27.2889995575,26.0147838593
189,28.658000946,26.2292900085
190,29.1410007477,26.4637413025
191,29.7049999237,26.6740951538
192,30.107000351,26.9050941467
193,30.5900001526,27.1358394623
194,30.4290008545,27.3455963135
195,31.313999176,27.5761642456
196,32.2000007629,27.7855510712
197,31.7980003357,28.0052509308
198,33.4879989624,28.0534915924
199,33.3269996643,28.0351409912
200,33.1660003662,28.0182800293
201,31.5559997559,27.9997329712
202,25.2770004272,27.9828624725
203,22.5400009155,27.9642105103
204,22.6210002899,27.9467926025
205,23.4249992371,27.9276332855
206,23.0230007172,27.9102210999
207,25.1959991455,27.8910636902
208,26.4039993286,27.8736457825
209,28.1749992371,27.8544998169
210,28.658000946,27.8369064331
211,28.2549991608,27.8169517517
212,29.1410007477,27.7969932556
213,28.4169998169,27.7788505554
214,28.5769996643,27.758895874
215,28.013999939,27.7407474518
216,28.4169998169,27.7205276489
217,27.8530006409,27.7017707825
218,28.658000946,27.6810340881
219,28.9799995422,27.6621932983
220,29.7849998474,27.641462326
221,29.3819999695,27.6224822998
222,29.2220001221,27.5993976593
223,29.0599994659,27.5784111023
224,29.3020000458,27.5553245544
225,28.4969997406,27.5343265533
226,26.0009994507,27.5110397339
227,24.7940006256,27.4898109436
228,25.5990009308,27.4664649963
229,24.3920001984,27.4452381134
230,23.7469997406,27.4218902588
231,24.311000824,27.3985385895
232,25.0349998474,27.3773078918
233,25.2770004272,27.3539619446
234,26.3229999542,27.332736969
235,26.0009994507,27.309387207
236,26.4039993286,27.2881469727
237,25.3579998016,27.2647361755
238,24.7129993439,27.2432518005
239,23.827999115,27.2196235657
240,22.8619995117,27.198141098
241,21.8159999847,27.1743774414
242,21.2520008087,27.1527633667
243,20.6079998016,27.1289844513
244,19.8829994202,27.107334137
245,18.8369998932,27.0834388733
246,17.7910003662,27.0617237091
247,18.2740001678,27.0378417969
248,19.6420001984,27.0161209106
249,19.5620002747,26.9922275543
250,19.1590003967,17.6580524445
251,19.3999996185,17.9115695953
252,18.4340000153,18.1418952942
253,18.4340000153,18.395280838
254,18.5149993896,18.6257019043
255,18.2740001678,18.8791503906
256,17.3880004883,19.1095638275
257,17.1459999084,19.3630695343
258,16.7439994812,19.5935668945
259,16.6630001068,19.8471221924
260,17.0659999847,20.07762146
261,17.3069992065,20.3311576843
262,18.1119995117,20.561580658
263,17.4689998627,20.8150730133
264,17.0659999847,21.0455780029
265,16.1809997559,21.2991027832
266,16.422000885,21.5296802521
267,14.8120002747,21.7833194733
268,15.4560003281,22.0138931274
269,14.9729995728,22.2675323486
270,15.4560003281,22.5211715698
271,15.1339998245,22.7517471313
272,15.6169996262,23.005361557
273,15.7779998779,23.2359256744
274,15.6979999542,23.4895420074
275,17.4689998627,23.7201004028
276,18.3540000916,23.9737186432
277,20.2049999237,24.2042808533
278,20.6079998016,24.4578971863
279,20.3659992218,24.6884536743
280,20.6879997253,24.942073822
281,21.3330001831,25.1726303101
282,25.4379997253,25.4262542725
283,29.1410007477,25.6568107605
284,29.7849998474,25.9104270935
285,31.8780002594,26.1409950256
286,33.1660003662,26.3946075439
287,32.84400177,26.6251525879
288,32.9239997864,26.8787460327
289,34.7760009766,27.1323394775
290,34.5349998474,27.3628578186
291,36.1450004578,27.6164054871
292,36.3860015869,27.846321106
293,37.0299987793,28.0974445343
294,37.2709999084,28.3255996704
295,38.1570014954,28.5733585358
296,39.4449996948,28.6608505249
297,36.6269989014,28.6531124115
298,29.7849998474,28.6450767517
299,26.7259998322,28.6361656189
300,26.7259998322,28.6255455017
301,28.3360004425,28.6125164032
302,28.5769996643,28.5996990204
303,31.6359996796,28.5839653015
304,32.2000007629,28.5687484741
305,32.763999939,28.5506458282
306,34.9370002747,28.5333747864
307,34.4539985657,28.5138282776
308,34.0509986877,28.4936504364
309,34.0509986877,28.4747848511
310,34.0509986877,28.4536571503
311,33.6489982605,28.434425354
312,33.9710006714,28.4131565094
