ID,true_data,pre_data
0,33.3269996643,19.6931533813
1,34.2929992676,19.7788887024
2,33.6489982605,19.8568286896
3,34.6150016785,19.9425621033
4,35.2589988708,20.0205345154
5,36.547000885,20.1063652039
6,36.9500007629,20.1844024658
7,37.8349990845,20.2702980042
8,37.6739997864,20.3484153748
9,34.7760009766,20.4344272614
10,27.2889995575,20.5126228333
11,25.4379997253,20.5986862183
12,25.3579998016,20.6769714355
13,25.5990009308,20.763092041
14,28.0939998627,20.841381073
15,28.9799995422,20.9274978638
16,31.0729999542,21.0057868958
17,30.5900001526,21.0919075012
18,32.0390014648,21.1702003479
19,31.2339992523,21.2563209534
20,31.6359996796,21.3424453735
21,32.4410018921,21.4207382202
22,30.9120006561,21.5068588257
23,30.3479995728,21.5851898193
24,31.5559997559,21.6714553833
25,31.4759998322,21.7499313354
26,32.2000007629,21.8362483978
27,31.5559997559,21.9146900177
28,32.361000061,22.0009689331
29,32.9239997864,22.0793991089
30,33.2459983826,22.1656703949
31,32.763999939,22.2441005707
32,32.1189994812,22.330368042
33,31.716999054,22.4087905884
34,27.6919994354,22.4950752258
35,25.517999649,22.573513031
36,25.7600002289,22.6598205566
37,27.0480003357,22.7383117676
38,27.2089996338,22.8246879578
39,27.6919994354,22.911075592
40,28.5769996643,22.9896755219
41,28.658000946,23.0762252808
42,29.3819999695,23.1549053192
43,29.8649997711,23.2414588928
44,29.8649997711,23.3201789856
45,28.5769996643,23.4067649841
46,28.1749992371,23.4854812622
47,27.3700008392,23.5720405579
48,26.8059997559,23.6507720947
49,25.0349998474,23.7373886108
50,24.7129993439,23.8161392212
51,23.5869998932,23.9027671814
52,23.0230007172,23.9815349579
53,21.6539993286,24.0682125092
54,19.5620002747,24.1470088959
55,22.1369991302,24.2336826324
56,21.4930000305,24.3124980927
57,22.7810001373,24.3991889954
58,22.6210002899,17.7593688965
59,22.7810001373,17.84441185
60,22.4589996338,17.9217338562
61,20.2049999237,18.006526947
62,20.4470005035,18.0835876465
63,19.8829994202,18.1684169769
64,20.125,18.2459926605
65,19.8829994202,18.3313655853
66,19.6420001984,18.4089393616
67,18.9169998169,18.4941902161
68,19.3199996948,18.5717773438
69,20.125,18.6571884155
70,18.6760005951,18.7348709106
71,19.3199996948,18.8205070496
72,18.5149993896,18.8984718323
73,17.7910003662,18.9842338562
74,17.2269992828,19.0622310638
75,17.4689998627,19.1479301453
76,17.0659999847,19.2257652283
77,16.6630001068,19.3112754822
78,15.6979999542,19.3968658447
79,15.2950000763,19.4747238159
80,15.5360002518,19.5605220795
81,15.6169996262,19.6385231018
82,16.422000885,19.7243118286
83,17.3880004883,19.8022632599
84,17.6289997101,19.8880786896
85,18.7569999695,19.9661617279
86,20.0450000763,20.0520515442
87,21.3330001831,20.1300888062
88,21.5739994049,20.2159461975
89,22.218000412,20.2942276001
90,25.2770004272,20.3803977966
91,28.3360004425,20.4587364197
92,30.6700000763,20.5449104309
93,31.7980003357,20.6232452393
94,32.361000061,20.709400177
95,32.84400177,20.7875976562
96,32.6030006409,20.8735427856
97,32.6030006409,20.9595031738
98,32.9239997864,21.0376472473
99,34.0509986877,21.1236114502
100,34.3740005493,21.2017765045
101,33.6489982605,21.2878189087
102,35.1790008545,21.3660144806
103,36.063999176,21.4519290924
104,35.7420005798,21.5301837921
105,33.8100013733,21.6162586212
106,26.5650005341,21.694480896
107,24.4720001221,21.7803840637
108,24.1499996185,21.8584804535
109,24.875,21.9443874359
110,26.0820007324,22.0224876404
111,28.1749992371,22.1083965302
112,28.9799995422,22.1864948273
113,30.3479995728,22.2723960876
114,30.9930000305,22.3504714966
115,30.9120006561,22.4363555908
116,31.0729999542,22.5222358704
117,29.8649997711,22.6002674103
118,30.4290008545,22.6860733032
119,30.5100002289,22.7640743256
120,31.0729999542,22.8498764038
